"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1080","nola_04808b60","","","False","","","nola ""We can still be useful to each other... unless you think I'm beneath you... Even then, fortunately for you, I don't mind being on the bottom."" id nola_04808b60"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1092","markus_b98fcc68","","","False","","","markus ""Well... that happened."" id markus_b98fcc68"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1097","nola_fb0ff4f9","","","False","","","nola ""Hey, I'm not joking."" id nola_fb0ff4f9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1101","nola_c73f68bc","","","False","","","nola ""Are you ready to be honest?"" id nola_c73f68bc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1103","markus_ccf2be4d","","","False","","","markus ""I don't have time for these games."" id markus_ccf2be4d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1105","nola_1994adb3","","","False","","","nola ""Don't ignore me! Do you want me to turn your life here into a living hell?"" id nola_1994adb3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1107","markus_7cb9750c","","","False","","","markus ""Calm down, girlie."" id markus_7cb9750c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1117","markus_aa3e6335","","","False","","","markus ""Hey, boy, what are you doing?!"" id markus_aa3e6335"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1118","harry_ef559f14","","","False","","","harry ""Are you talking to me, sir?"" id harry_ef559f14"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1120","markus_a6db7b28","","","False","","","markus ""Yes, you! What the hell are you doing up there? You'll fall!"" id markus_a6db7b28"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1121","harry_0df655df","","","False","","","harry ""Don't worry, sir, I won't!"" id harry_0df655df"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1123","markus_055f45af","","","False","","","markus ""Do you really want to be known as a wizard who fell... and got a disfiguring scar as a result?"" id markus_055f45af"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1126","markus_5fbd3a2c","","","False","","","markus ""So, ignoring my advice?!"" id markus_5fbd3a2c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1127","harry_0e1e0d56","","","False","","","harry ""Don't worry, I will get down soon!"" id harry_0e1e0d56"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1129","markus_8853d2f7","","","False","","","markus ""Damn, that boy just doesn't listen..."" id markus_8853d2f7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1136","markus_fdb67eaa","","","False","","","markus ""(Best-case scenario, they'll ignore me if I pick her up. Worst-case scenario, I'll join her in the dirt.)"" id markus_fdb67eaa"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1138","markus_a5ea42a7","","","False","","","markus ""(I'm sure, if she were conscious, she'd want me to carry on.)"" id markus_a5ea42a7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1141","markus_017c9592","","","False","","","markus ""Googleye! Are you sleeping again? Go get their attention!"" id markus_017c9592"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1148","markus_1718cddf","","","False","","","markus ""(No reaction. How lazy.)"" id markus_1718cddf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1153","markus_81ad8af3","","","False","","","markus ""Monstrously lazy creature."" id markus_81ad8af3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1157","markus_1a03c1d8","","","False","","","markus ""Googleye! Time to work!"" id markus_1a03c1d8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1160","markus_88220e4d","","","False","","","markus ""(Come on! Work! You feathered pig!)"" id markus_88220e4d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1170","girl_4cf8ab73","","","False","","","girl ""Oh, Merlin! That poor owl fell! Help her!"" id girl_4cf8ab73"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1171","boy_a50e136e","","","False","","","boy ""Forget her, she just fell asleep... while she was flying..."" id boy_a50e136e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1172","girl_0baf41cc","","","False","","","girl ""What eagle-owl are you to say that?!"" id girl_0baf41cc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1173","boy_a4a70c21","","","False","","","boy ""I can't get up with you holding on so tight!"" id boy_a4a70c21"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1174","girl_6db76ecc","","","False","","","girl ""And I can't get up while that poor little owl is lying there helpless!"" id girl_6db76ecc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1176","markus_172ae378","","","False","","","markus ""(Oh, of course. As soon as she hears the word work, she plays dead. Not quite the result I was hoping for, but it'll do.)"" id markus_172ae378"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1186","macgon_0809b8ab","","","False","","","macgon ""Severus, are you in a hurry?"" id macgon_0809b8ab"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1188","snape_99d8b9e6","","","False","","","snape ""Professor McGonagall. Perhaps we should go some place quieter."" id snape_99d8b9e6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1190","macgon_621a62df","","","False","","","macgon ""Severus, it's about Sally and Tom."" id macgon_621a62df"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1192","snape_d4fa45e3","","","False","","","snape ""Wait. There are too many ears here."" id snape_d4fa45e3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1195","snape_13b8c626","","","False","","","snape ""Students! I see you have plenty of free time. How about you scatter, before I find something for all of you to do in my Potions classroom."" id snape_13b8c626"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1217","snape_0cebc93f","","","False","","","snape ""Much better."" id snape_0cebc93f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1227","girl_left_83a52e12","","","False","","","girl_left ""Oh, thank you! It's so stuffy in here!"" id girl_left_83a52e12"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1229","macgon_aab3ad20","","","False","","","macgon ""Violetta! Have some decency! We had a deal..."" id macgon_aab3ad20"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1237","girl_left_0375927b","","","False","","","girl_left ""Yes-yes, I remember - don't seduce the students."" id girl_left_0375927b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1239","macgon_de731f0f","","","False","","","macgon ""That's not what I said."" id macgon_de731f0f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1240","girl_left_6c5507ca","","","False","","","girl_left ""I meant - always be completely dressed when students are nearby. But they're all gone!"" id girl_left_6c5507ca"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1242","macgon_1a927044","","","False","","","macgon ""Students could walk by at any moment! Button up your robes like a respectable portrait!"" id macgon_1a927044"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1250","girl_left_3a8b38e6","","","False","","","girl_left ""It's not my fault that my artist painted me in such hot weather. And he made me wear all black, too! Though, when I recall his brush... strokes..."" id girl_left_3a8b38e6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1253","snape_0c5497de","","","False","","","snape ""Merlin have mercy!"" id snape_0c5497de"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1255","snape_403c90b5","","","False","","","snape ""So, this is about the Riddles, yes?"" id snape_403c90b5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1257","macgon_13b11525","","","False","","","macgon ""I think we can turn this situation to our advantage... by making Sally the headmaster. Temporarily that is."" id macgon_13b11525"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1260","snape_52493255","","","False","","","snape ""MERLIN'S CO... are you mad?! Salazar... the new headmaster?! That's insane!"" id snape_52493255"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1262","macgon_9b29abf5","","","False","","","macgon ""Severus, please, just listen to me..."" id macgon_9b29abf5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1264","snape_7025e8a3","","","False","","","snape ""It's not our decision to make. The Ministry will have the final say."" id snape_7025e8a3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1266","macgon_7dc07d36","","","False","","","macgon ""Only if the school is unable to find someone in time."" id macgon_7dc07d36"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1268","snape_56d4b2fb","","","False","","","snape ""The boy is arrogant and unreliable! Or should I remind you of what he did..."" id snape_56d4b2fb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1270","macgon_fdb17b6d","","","False","","","macgon ""I remember. But the boy is still better than any buffoon the Ministry would send!"" id macgon_fdb17b6d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1272","snape_2914f35b","","","False","","","snape ""I wouldn't be so sure."" id snape_2914f35b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1274","macgon_7990433f","","","False","","","macgon ""Come now, Severus. Be serious. Sally is a good kid, and, furthermore, easily handled."" id macgon_7990433f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1276","snape_41a4aace","","","False","","","snape ""I'm not so certain on either count."" id snape_41a4aace"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1278","macgon_24054b70","","","False","","","macgon ""The Ministry will snatch up the position, given half a chance. All that's left is to convince the Council... and you."" id macgon_24054b70"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1280","snape_470134db","","","False","","","snape ""Still, I doubt he'll be much better than some Ministry stooge."" id snape_470134db"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1282","macgon_505c7eaf","","","False","","","macgon ""He'll only serve as headmaster temporarily."" id macgon_505c7eaf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1284","snape_f79dfec4","","","False","","","snape ""But what if Tom doesn't come back? What then? We're required to have a Medicus..."" id snape_f79dfec4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1286","macgon_562b4f21","","","False","","","macgon ""Then make him feel uncomfortable so that he leaves. You seem to be an expert at that sort of thing."" id macgon_562b4f21"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1290","snape_8124d679","","","False","","","snape ""I never expected such deviousness from you, Minerva... You have my support. What do you need me to do?"" id snape_8124d679"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1292","macgon_c4f70731","","","False","","","macgon ""Just support me during the Council meeting."" id macgon_c4f70731"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1294","snape_2a8904be","","","False","","","snape ""And what should we do about the Medicus position?"" id snape_2a8904be"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1296","macgon_f90fdac2","","","False","","","macgon ""Nothing, for the time being. Saint Mungo's Hospital will suffice in the event of an emergency."" id macgon_f90fdac2"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1298","snape_bde1002d","","","False","","","snape ""Very well. All is in your hands, but so is the responsibility if anything happens to the students."" id snape_bde1002d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1299","macgon_04be906b","","","False","","","macgon ""Oh, if only they knew you cared so much about them."" id macgon_04be906b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1300","snape_001f2af9","","","False","","","snape ""Is that all?"" id snape_001f2af9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1302","macgon_b355df6c","","","False","","","macgon ""Yes. Thank you."" id macgon_b355df6c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1311","macgon_e9f85928","","","False","","","macgon ""Let's see just how much you've grown up, Sally..."" id macgon_e9f85928"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1312","girl_left_1cb8c87f","","","False","","","girl_left ""No one is around, Mini. You can come closer..."" id girl_left_1cb8c87f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1314","macgon_da24fd46","","","False","","","macgon ""Some other time, Velli. My mind is elsewhere right now..."" id macgon_da24fd46"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1322","markus_f7313402","","","False","","","markus ""(Ah, so many memories...)"" id markus_f7313402"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1324","markus_f454a37b","","","False","","","markus ""(I remember it as if it were yesterday, that first night at Hogwarts.)"" id markus_f454a37b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1325","markus_4b0a3004","","","False","","","markus ""(Crossing the Black Lake... back then we were too scared to let go of teachers' skirts. Though I wouldn't mind looking under one now, ha-ha.)"" id markus_4b0a3004"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1327","markus_43c84f98","","","False","","","markus ""(But now I've graduated. And I've yet to begin my new career. There is no schedule to bind me.)"" id markus_43c84f98"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1328","markus_d168a2fe","","","False","","","markus ""(And no one to punish me! Where are you, my beauties?)"" id markus_d168a2fe"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1331","markus_67a1a0a6","","","False","","","markus ""(Ah, the sights... perhaps I should make a slight detour. Go relive some fond memories.)"" id markus_67a1a0a6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1332","markus_1aaee898","","","False","","","markus ""(Especially some of my past successes!)"" id markus_1aaee898"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1339","markus_19528041","","","False","","","markus ""(Looks like those lovebirds flew away. If only to a more private spot...)"" id markus_19528041"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1341","markus_3bc10b02","","","False","","","markus ""(And where is my Googleye? I hope they didn't stomp on her. She should return soon...)"" id markus_3bc10b02"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1345","markus_f991e640","","","False","","","markus ""(I should look for hints for the houses' passwords on that notice board first. Since all students need them, they usually put something out in case someone forgets theirs.)"" id markus_f991e640"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1351","markus_e26558d4","","","False","","","markus ""Well, my Ravenclaw shouldn't pose a challenge. Some riddle then, some riddle now, some riddle forever."" id markus_e26558d4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1358","markus_4c38cf50","","","False","","","markus ""And what do we have here? Just who might have hidden something so sweet? Now that gets my blood flowing! Wait, that's an actual photo... But whose...?"" id markus_4c38cf50"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1360","markus_2a9d56eb","","","False","","","markus ""Oh boy. Should I help and put this back? Or take it with me?"" id markus_2a9d56eb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1362","markus_80eef61c","","","False","","","markus ""I'm sorry, whomever you may be. Your reputation may sink, but your mom's personal life is about to get a whole lot more interesting, hah!"" id markus_80eef61c"
